REF_AREA,Reference area,VAR,Indicator,OBS_VALUE,OBS_STATUS_1,Observation status
LTU,Lithuania,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,55384.1807,A,Normal value
LTU,Lithuania,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",67.71,A,Normal value
LTU,Lithuania,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,47735.70981,A,Normal value
LTU,Lithuania,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",81.12,A,Normal value
LTU,Lithuania,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",80.33,A,Normal value
LTU,Lithuania,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,50427.11547,A,Normal value
LTU,Lithuania,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,47944.15613,A,Normal value
LTU,Lithuania,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",79.34,A,Normal value
LTU,Lithuania,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",84.3,A,Normal value
LTU,Lithuania,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",66.26,A,Normal value
LTU,Lithuania,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",85.6,A,Normal value
LUX,Luxembourg,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",71.84,A,Normal value
LUX,Luxembourg,PHD_EARNY_35_44,Average gross yearly earnings of employed doctorate holders aged 35-44,116062.659,A,Normal value
LUX,Luxembourg,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,134492.5435,A,Normal value
LUX,Luxembourg,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,142695.719,A,Normal value
LUX,Luxembourg,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",65.26,A,Normal value
LUX,Luxembourg,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,106341.8102,A,Normal value
LUX,Luxembourg,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",67.49,A,Normal value
LUX,Luxembourg,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",96.39,A,Normal value
LUX,Luxembourg,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,132770.8338,A,Normal value
LUX,Luxembourg,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,76743.36758,A,Normal value
LUX,Luxembourg,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,103469.7883,A,Normal value
LUX,Luxembourg,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",94.17,A,Normal value
LUX,Luxembourg,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",84.46,A,Normal value
LUX,Luxembourg,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",94.12,A,Normal value
LUX,Luxembourg,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",85.06,A,Normal value
LUX,Luxembourg,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",73.26,A,Normal value
NLD,Netherlands,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",93.87,A,Normal value
NLD,Netherlands,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",87.25,A,Normal value
NLD,Netherlands,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",87.63,A,Normal value
NLD,Netherlands,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",96.6,A,Normal value
NLD,Netherlands,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",97.37,A,Normal value
NLD,Netherlands,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",98.76,A,Normal value
NLD,Netherlands,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",89.2,A,Normal value
NLD,Netherlands,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",90.16,A,Normal value
NLD,Netherlands,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",95.1,A,Normal value
NOR,Norway,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",82.39,A,Normal value
NOR,Norway,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",75.75,A,Normal value
NOR,Norway,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",77.52,A,Normal value
NOR,Norway,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",92.99,A,Normal value
NOR,Norway,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",91.48,A,Normal value
NOR,Norway,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",88.36,A,Normal value
NOR,Norway,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",79.84,A,Normal value
NOR,Norway,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",91.2,A,Normal value
NOR,Norway,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",90.01,A,Normal value
POL,Poland,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",80.54,A,Normal value
POL,Poland,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",92.21,A,Normal value
POL,Poland,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,41107.27685,A,Normal value
POL,Poland,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",67.34,A,Normal value
POL,Poland,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",69.03,A,Normal value
POL,Poland,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,43076.67903,A,Normal value
POL,Poland,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,37198.44913,A,Normal value
POL,Poland,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",70.02,A,Normal value
POL,Poland,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,42345.75817,A,Normal value
POL,Poland,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",94.89,A,Normal value
POL,Poland,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,45594.36713,A,Normal value
POL,Poland,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",95.09,A,Normal value
POL,Poland,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,40349.79652,A,Normal value
POL,Poland,PHD_EARNY_35_44,Average gross yearly earnings of employed doctorate holders aged 35-44,40957.8904,A,Normal value
POL,Poland,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",63.61,A,Normal value
POL,Poland,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",86.98,A,Normal value
PRT,Portugal,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",78.12,A,Normal value
PRT,Portugal,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",77.99,A,Normal value
PRT,Portugal,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",71.26,A,Normal value
PRT,Portugal,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,32563.86493,A,Normal value
PRT,Portugal,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",60.1,A,Normal value
PRT,Portugal,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,54363.14504,A,Normal value
PRT,Portugal,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",65.03,A,Normal value
PRT,Portugal,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",65.37,A,Normal value
PRT,Portugal,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,71313.92598,A,Normal value
PRT,Portugal,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,42892.0814,A,Normal value
PRT,Portugal,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",90.03,A,Normal value
PRT,Portugal,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,49292.63536,A,Normal value
PRT,Portugal,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,77412.92994,A,Normal value
PRT,Portugal,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",94.18,A,Normal value
PRT,Portugal,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",93.64,A,Normal value
SVK,Slovak Republic,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",68.42,A,Normal value
SVK,Slovak Republic,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,23910.65664,A,Normal value
SVK,Slovak Republic,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",70.98,A,Normal value
SVK,Slovak Republic,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",69.65,A,Normal value
SVK,Slovak Republic,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,23428.03327,A,Normal value
SVK,Slovak Republic,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,20553.65167,A,Normal value
SVK,Slovak Republic,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,22805.94847,A,Normal value
SVK,Slovak Republic,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",64.41,A,Normal value
SVK,Slovak Republic,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",50.94,A,Normal value
SVK,Slovak Republic,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",84.58,A,Normal value
SVK,Slovak Republic,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,24531.15618,A,Normal value
SVK,Slovak Republic,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",92.6,A,Normal value
SVK,Slovak Republic,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",96.65,A,Normal value
SVK,Slovak Republic,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,23923.68043,A,Normal value
SVK,Slovak Republic,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",61.09,A,Normal value
SVN,Slovenia,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",90.85,A,Normal value
SVN,Slovenia,PHD_EARNY_45_54,Average gross yearly earnings of employed doctorate holders aged 45-54,85048.90499,A,Normal value
SVN,Slovenia,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,66003.53968,A,Normal value
SVN,Slovenia,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",80.25,A,Normal value
SVN,Slovenia,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",74.87,A,Normal value
SVN,Slovenia,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",80.71,A,Normal value
SVN,Slovenia,PHD_EARNY_55_64,Average gross yearly earnings of employed doctorate holders aged 55-64,92477.61972,A,Normal value
SVN,Slovenia,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",88.97,A,Normal value
SVN,Slovenia,PHD_EARNY_35_44,Average gross yearly earnings of employed doctorate holders aged 35-44,63922.08065,A,Normal value
SVN,Slovenia,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,40356.59149,A,Normal value
